"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL475251";"R-406";"2";"470.46";"0";"3.63";"R406";"COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908610";"Binding constant for TYK2(JH2domain-pseudokinase) kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL2420844";"";"0";"250.66";"0";"3.13";"6";"O=C(Nc1ccncc1)c1c(F)cccc1Cl";"Ki";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"26.48";"0.53";"3.51";"15.81";"0";"CHEMBL2421816";"Inhibition of TYK2 (unknown origin) using 5-carboxyfluorescein-VALVDGYFRLTT-NH2 as substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417497";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"None";""
"CHEMBL2420824";"";"0";"359.22";"0";"4.78";"34";"O=C(Nc1ccnc(Nc2ccccn2)c1)c1c(Cl)cccc1Cl";"Ki";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"20.98";"0.43";"2.76";"11.27";"0";"CHEMBL2421816";"Inhibition of TYK2 (unknown origin) using 5-carboxyfluorescein-VALVDGYFRLTT-NH2 as substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417497";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"None";""
"CHEMBL1908394";"GSK-461364";"1";"543.62";"2";"5.09";"GSK-461364A";"C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908609";"Binding constant for TYK2(JH1domain-catalytic) kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL1964644";"";"0";"278.29";"0";"2.37";"SID103905106";"O=C(NCc1ccccc1)Nc1ncc([N+](=O)[O-])s1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL451964";"";"0";"319.29";"0";"3.38";"SID103905360";"FC(F)(F)c1ccc(-c2nnc3ccc(NC4CC4)nn23)cc1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1998585";"";"0";"447.42";"1";"5.74";"SID103904277";"Nc1ncnc2scc(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL2003482";"";"0";"275.74";"0";"2.73";"SID103905510";"O=C(Cc1ccc(Cl)cc1)Nc1[nH]nc2c1CCC2";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1976134";"";"0";"234.26";"0";"3.11";"SID103905212";"c1cc2cc(-c3ccc4cn[nH]c4c3)cnc2[nH]1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1998611";"";"0";"305.58";"0";"3.00";"SID103905308";"NC(=O)c1sc2c(Br)ccc(Cl)c2c1N";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL485556";"";"0";"472.55";"0";"3.58";"SID103905075";"CN(C(=O)C1CCCCC1)c1ccc2c(c1)nc(NC(=O)c1ccc(C#N)cc1)n2CCC(N)=O";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1998545";"";"0";"332.40";"0";"3.08";"SID103904581";"O=C(NC(CO)Cc1ccccc1)c1ccc(-c2ccncc2)cc1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1794066";"GSK-619487A";"0";"525.49";"0";"1.34";"GSK619487A";"CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC3CCNCC3)c21.O=C(O)C(F)(F)F";"Inhibition";"'='";"0.42";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962192";"GSK_PKIS: TYK2 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL3814293";"";"0";"303.36";"0";"1.15";"3a";"NC(=O)c1ccc2c(c1)nc([C@H]1CC[C@H](O)CC1)n2CCO";"IC50";"'='";"4300.0";"nM";"5.37";"";"";"UO_0000065";"17.69";"0.33";"4.22";"5.29";"0";"CHEMBL3817415";"Inhibition of TYK2 (unknown origin) using tyrosine 3 peptide as substrate by z'-lyte assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3813615";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"None";""
"CHEMBL467581";"GSK-2219385A";"0";"520.57";"1";"3.52";"GSK2219385A";"COc1cc(C)c(N(C)C(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1";"Inhibition";"'='";"0.02";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962192";"GSK_PKIS: TYK2 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL305477";"GW829874X";"0";"374.40";"0";"3.28";"GW829874X";"COc1cccc(/C=N/Nc2ncnc3c2cnn3-c2cccc(OC)c2)c1";"Inhibition";"'='";"-3.27";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962192";"GSK_PKIS: TYK2 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1909364";"GW589961A";"0";"488.33";"1";"5.83";"GW589961A";"COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)cc2[nH]1.Cl";"Inhibition";"'='";"2.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962192";"GSK_PKIS: TYK2 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL473629";"GSK-204925A";"0";"423.49";"0";"3.82";"GSK204925A";"COc1cc2ncn(-c3cc(OCCc4ccccc4)c(C(N)=O)s3)c2cc1OC";"Inhibition";"'='";"-2.99";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962303";"GSK_PKIS: TYK2 mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL518968";"GSK-1030061A";"0";"491.49";"1";"5.06";"GSK1030061A";"CNC(=O)c1sc(-n2cnc3cc(OC)c(OC)cc32)cc1OCc1ccccc1C(F)(F)F";"Inhibition";"'='";"-3.45";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962303";"GSK_PKIS: TYK2 mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL215993";"GW284372X";"0";"393.45";"1";"6.21";"GW284372X";"c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1";"Inhibition";"'='";"-2.46";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962303";"GSK_PKIS: TYK2 mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL3622826";"";"0";"287.37";"0";"0.56";"2";"NCCn1c(C2CCNCC2)nc2cc(C(N)=O)ccc21";"IC50";"'='";"3700.0";"nM";"5.43";"";"";"UO_0000065";"18.90";"0.35";"4.87";"5.49";"0";"CHEMBL3817423";"Inhibition of FLAG-tagged human TYK2 expressed in insect Sf9 cells using biotin-EQEDEPEGDYFEWLE-NH2 as substrate by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3813615";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"CHEMBL3308860";""
"CHEMBL3758502";"";"0";"347.38";"0";"3.25";"1";"CC1(C)OCc2c(Nc3n[nH]c4ccccc34)nc(-c3cn[nH]c3)nc21";"Inhibition";"'='";"4.9";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3761275";"Inhibition of TYK2 (unknown origin) at 100 nM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758169";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"None";""
"CHEMBL361894";"GW806290X";"0";"346.35";"0";"2.70";"GW806290X";"c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c2c1";"Inhibition";"'='";"-1.73";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962192";"GSK_PKIS: TYK2 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL2443139";"";"0";"466.54";"0";"4.19";"31";"CC(C)Nc1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C)CC3)no2)cc1";"IC50";"'>'";"10.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2443724";"Inhibition of TYK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2439976";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"None";""
"CHEMBL221959";"TOFACITINIB";"4";"312.38";"0";"1.54";"CP-690-550";"C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12";"IC50";"'='";"3.6";"nM";"8.44";"";"";"UO_0000065";"27.03";"0.50";"6.90";"9.50";"0";"CHEMBL3106993";"Inhibition of Tyk2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3102787";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2014";"None";""
"CHEMBL1996500";"";"0";"410.43";"0";"3.62";"SID103904762";"Cc1nccn2c(-c3ccnc(NCC(C)(C)O)n3)c(-c3ccc(F)cc3F)nc12";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL404367";"";"0";"372.43";"0";"4.17";"SID103904339";"Cc1cccc(NC(=O)Nc2ccc(-c3cncc4c3c(N)nn4C)cc2)c1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1988173";"";"0";"425.94";"0";"3.90";"SID103904448";"Cc1cc(Cl)ccc1NC(=S)NNC(=O)C(O)(c1ccccc1)c1ccccc1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL2002322";"";"0";"390.31";"1";"5.10";"SID103905048";"NC(=O)c1cc2c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cncc2s1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1989708";"";"0";"498.61";"1";"5.74";"SID103904326";"Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(CC(C)O)c5)cnc(N)c34)cc2)c1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1973540";"";"0";"449.52";"0";"3.90";"SID103904953";"O=C1Nc2ccc3ncsc3c2C1=CNc1ccc(S(=O)(=O)Nc2ccccn2)cc1";"Ki";"'='";"251.19";"nM";"6.60";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL2006439";"";"0";"327.82";"0";"4.42";"SID103904197";"Clc1cc(-c2c[nH]c3ncccc23)nc(NC2CCCCC2)n1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1981725";"";"0";"612.71";"2";"6.74";"SID103904418";"CCN1CCN(c2ccc(Nc3nccc(-c4c(-c5cccc(C(=O)Nc6ccccc6F)c5)nc5ccccn45)n3)cc2)CC1";"Ki";"'='";"1995.26";"nM";"5.70";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL2006715";"";"0";"607.65";"2";"6.92";"SID103904419";"O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCCC4=O)c3)n2)c1)c1c(F)cccc1F";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1986597";"";"0";"505.56";"1";"2.60";"SID103904690";"NC(=O)c1cccc2[nH]c(-c3ccc(NC(=O)c4cccc(S(=O)(=O)N5CCOCC5)c4)cc3)nc12";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1971017";"";"0";"272.30";"0";"3.20";"SID103905042";"NC(=O)c1cc2c(-c3cccc(F)c3)cncc2s1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1682545";"";"0";"292.37";"0";"4.43";"SID103904520";"c1ccc(Nc2nc(-c3ccc4[nH]ncc4c3)cs2)cc1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1989856";"";"0";"251.25";"0";"2.19";"SID103905300";"Cc1c(C=O)c(O)n2c(nc3ccccc32)c1C#N";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1682552";"";"0";"332.41";"0";"4.02";"SID103904509";"c1cnc2nc(-c3ccc4[nH]ncc4c3)c(NC3CCCCC3)n2c1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL259850";"";"0";"308.32";"0";"2.38";"SID103904634";"COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL2002702";"";"0";"238.29";"0";"3.12";"SID103905112";"Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1";"Ki";"'='";"1000.0";"nM";"6.00";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1987143";"";"0";"210.24";"0";"1.98";"SID103905374";"Nc1nnc2ccc(-c3ccccc3)cn12";"Ki";"'>'";"19952.62";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
